executive_order_id,pdf_url,citation,start_page,end_page,title,signing_date,publication_date,president
13122,https://www.govinfo.gov/content/pkg/FR-1999-05-28/pdf/99-13825.pdf,64 FR 29201,29201,29202,Interagency Task Force on the Economic Development of the Southwest Border,1999-05-25,05/28/1999,William Clinton
13121,https://www.govinfo.gov/content/pkg/FR-1999-05-05/pdf/99-11410.pdf,64 FR 24021,24021,24022,"Blocking Property of the Governments of the Federal Republic of Yugoslavia (Serbia and Montenegro), the Republic of Serbia, and the Republic of Montenegro, and Prohibiting Trade Transactions Involving the Federal Republic of Yugoslavia (Serbia and Montenegro) in Response to the Situation in Kosovo",1999-04-30,05/05/1999,William Clinton
13120,https://www.govinfo.gov/content/pkg/FR-1999-04-29/pdf/99-10901.pdf,64 FR 23007,23007,23007,Ordering the Selected Reserve and Certain Individual Ready Reserve Members of the Armed Forces to Active Duty,1999-04-27,04/29/1999,William Clinton
13119,https://www.govinfo.gov/content/pkg/FR-1999-04-16/pdf/99-9738.pdf,64 FR 18797,18797,18797,"Designation of Federal Republic of Yugoslavia (Serbia/Montenegro), Albania, the Airspace Above, and Adjacent Waters as a Combat Zone",1999-04-13,04/16/1999,William Clinton
13116,https://www.govinfo.gov/content/pkg/FR-1999-04-05/pdf/99-8433.pdf,64 FR 16333,16333,16335,Identification of Trade Expansion Priorities and Discriminatory Procurement Practices,1999-03-31,04/05/1999,William Clinton
13117,https://www.govinfo.gov/content/pkg/FR-1999-04-05/pdf/99-8509.pdf,64 FR 16591,16591,16591,"Further Amendment to Executive Order 12981, as Amended",1999-03-31,04/05/1999,William Clinton
13118,https://www.govinfo.gov/content/pkg/FR-1999-04-05/pdf/99-8547.pdf,64 FR 16595,16595,16599,Implementation of the Foreign Affairs Reform and Restructuring Act of 1998,1999-03-31,04/05/1999,William Clinton
13115,https://www.govinfo.gov/content/pkg/FR-1999-03-30/pdf/99-7999.pdf,64 FR 15283,15283,15284,Interagency Task Force on the Roles and Missions of the United States Coast Guard,1999-03-25,03/30/1999,William Clinton
13114,https://www.govinfo.gov/content/pkg/FR-1999-03-01/pdf/99-5164.pdf,64 FR 10099,10099,10099,"Further Amendment to Executive Order 12852, as Amended, Extending the President's Council on Sustainable Development",1999-02-25,03/01/1999,William Clinton
13113,https://www.govinfo.gov/content/pkg/FR-1999-02-16/pdf/99-3832.pdf,64 FR 7489,7489,7489,"President's Information Technology Advisory Committee, Further Amendments to Executive Order 13035, as Amended",1999-02-10,02/16/1999,William Clinton
13112,https://www.govinfo.gov/content/pkg/FR-1999-02-08/pdf/99-3184.pdf,64 FR 6183,6183,6186,Invasive Species,1999-02-03,02/08/1999,William Clinton
13111,https://www.govinfo.gov/content/pkg/FR-1999-01-15/pdf/99-1185.pdf,64 FR 2793,2793,2797,Using Technology To Improve Training Opportunities for Federal Government Employees,1999-01-12,01/15/1999,William Clinton
13110,https://www.govinfo.gov/content/pkg/FR-1999-01-14/pdf/99-980.pdf,64 FR 2419,2419,2419,Nazi War Criminal Records Interagency Working Group,1999-01-11,01/14/1999,William Clinton
13109,https://www.govinfo.gov/content/pkg/FR-1998-12-22/pdf/98-34034.pdf,63 FR 70631,70631,70631,"Half-Day Closing of Executive Departments and Agencies of the Federal Government on Thursday, December 24, 1998",1998-12-17,12/22/1998,William Clinton
13107,https://www.govinfo.gov/content/pkg/FR-1998-12-15/pdf/98-33348.pdf,63 FR 68991,68991,68993,Implementation of Human Rights Treaties,1998-12-10,12/15/1998,William Clinton
13108,https://www.govinfo.gov/content/pkg/FR-1998-12-15/pdf/98-33382.pdf,63 FR 69175,69175,69175,"Further Amendment to Executive Order 13037, Commission To Study Capital Budgeting",1998-12-11,12/15/1998,William Clinton
13106,https://www.govinfo.gov/content/pkg/FR-1998-12-09/pdf/98-32953.pdf,63 FR 68151,68151,68160,Adjustments of Certain Rates of Pay and Delegation of a Federal Pay Administration Authority,1998-12-07,12/09/1998,William Clinton
13105,https://www.govinfo.gov/content/pkg/FR-1998-11-06/pdf/98-30054.pdf,63 FR 60201,60201,60201,Open Enrollment Season for Participants in the Foreign Service Retirement and Disability System and the Central Intelligence Agency Retirement and Disability System,1998-11-02,11/06/1998,William Clinton
13104,https://www.govinfo.gov/content/pkg/FR-1998-10-22/pdf/98-28471.pdf,63 FR 56535,56535,56535,"Amendment to Executive Order 13021, Tribal Colleges and Universities",1998-10-19,10/22/1998,William Clinton
13103,https://www.govinfo.gov/content/pkg/FR-1998-10-05/pdf/98-26799.pdf,63 FR 53273,53273,53274,Computer Software Piracy,1998-09-30,10/05/1998,William Clinton
13102,https://www.govinfo.gov/content/pkg/FR-1998-09-29/pdf/98-26250.pdf,63 FR 52125,52125,52125,"Further Amendment to Executive Order 13038, Advisory Committee on Public Interest Obligations of Digital Television Broadcasters",1998-09-25,09/29/1998,William Clinton
13101,https://www.govinfo.gov/content/pkg/FR-1998-09-16/pdf/98-25023.pdf,63 FR 49643,49643,49651,"Greening the Government Through Waste Prevention, Recycling, and Federal Acquisition",1998-09-14,09/16/1998,William Clinton
13100,https://www.govinfo.gov/content/pkg/FR-1998-08-27/pdf/98-23258.pdf,63 FR 45661,45661,45662,President's Council on Food Safety,1998-08-25,08/27/1998,William Clinton
13099,https://www.govinfo.gov/content/pkg/FR-1998-08-25/pdf/98-22940.pdf,63 FR 45167,45167,45167,Prohibiting Transactions With Terrorists Who Threaten To Disrupt the Middle East Peace Process,1998-08-20,08/25/1998,William Clinton
13098,https://www.govinfo.gov/content/pkg/FR-1998-08-20/pdf/98-22595.pdf,63 FR 44771,44771,44772,Blocking Property of UNITA and ProhibitingCertain Transactions With Respect to UNITA,1998-08-18,08/20/1998,William Clinton
13097,https://www.govinfo.gov/content/pkg/FR-1998-08-11/pdf/98-21710.pdf,63 FR 43065,43065,43065,Interparliamentary Union,1998-08-07,08/11/1998,William Clinton
13096,https://www.govinfo.gov/content/pkg/FR-1998-08-11/pdf/98-21643.pdf,63 FR 42681,42681,42684,American Indian and Alaska Native Education,1998-08-06,08/11/1998,William Clinton
13095,https://www.govinfo.gov/content/pkg/FR-1998-08-07/pdf/98-21400.pdf,63 FR 42565,42565,42565,Suspension of Executive Order 13083,1998-08-05,08/07/1998,William Clinton
13094,https://www.govinfo.gov/content/pkg/FR-1998-07-30/pdf/98-20590.pdf,63 FR 40803,40803,40804,Proliferation of Weapons of Mass Destruction,1998-07-28,07/30/1998,William Clinton
13093,https://www.govinfo.gov/content/pkg/FR-1998-07-29/pdf/98-20450.pdf,63 FR 40357,40357,40357,"American Heritage Rivers, Amending Executive Order 13061 and 13080",1998-07-27,07/29/1998,William Clinton
13092,https://www.govinfo.gov/content/pkg/FR-1998-07-28/pdf/98-20315.pdf,63 FR 40167,40167,40167,"President's Information Technology Advisory Committee, Amendments to Executive Order 13035",1998-07-24,07/28/1998,William Clinton
13090,https://www.govinfo.gov/content/pkg/FR-1998-07-02/pdf/98-17828.pdf,63 FR 36151,36151,36152,President's Commission on the Celebration of Women in American History,1998-06-29,07/02/1998,William Clinton
13091,https://www.govinfo.gov/content/pkg/FR-1998-07-02/pdf/98-17829.pdf,63 FR 36153,36153,36154,Administration of Arms Export Controls and Foreign Assistance,1998-06-29,07/02/1998,William Clinton
13089,https://www.govinfo.gov/content/pkg/FR-1998-06-16/pdf/98-16161.pdf,63 FR 32701,32701,32703,Coral Reef Protection,1998-06-11,06/16/1998,William Clinton
13088,https://www.govinfo.gov/content/pkg/FR-1998-06-12/pdf/98-15888.pdf,63 FR 32109,32109,32111,"Blocking Property of the Governments of the Federal Republic of Yugoslavia (Serbia and Montenegro), the Republic of Serbia, and the Republic of Montenegro, and Prohibiting New Investment in the Republic of Serbia in Response to the Situation in Kosovo",1998-06-09,06/12/1998,William Clinton
13086,https://www.govinfo.gov/content/pkg/FR-1998-06-02/pdf/98-14688.pdf,63 FR 30065,30065,30095,"1998 Amendments to the Manual for Courts-Martial, United States",1998-05-27,06/02/1998,William Clinton
13087,https://www.govinfo.gov/content/pkg/FR-1998-06-02/pdf/98-14689.pdf,63 FR 30097,30097,30097,"Further Amendment to Executive Order 11478, Equal Employment Opportunity in the Federal Government",1998-05-28,06/02/1998,William Clinton
13085,https://www.govinfo.gov/content/pkg/FR-1998-05-28/pdf/98-14407.pdf,63 FR 29335,29335,29337,Establishment of the Enrichment Oversight Committee,1998-05-26,05/28/1998,William Clinton
13083,https://www.govinfo.gov/content/pkg/FR-1998-05-19/pdf/98-13552.pdf,63 FR 27651,27651,27654,Federalism,1998-05-14,05/19/1998,William Clinton
13084,https://www.govinfo.gov/content/pkg/FR-1998-05-19/pdf/98-13553.pdf,63 FR 27655,27655,27657,Consultation and Coordination With Indian Tribal Governments,1998-05-14,05/19/1998,William Clinton
13082,https://www.govinfo.gov/content/pkg/FR-1998-05-13/pdf/98-12963.pdf,63 FR 26709,26709,26709,Joint Mexican-United States Defense Commission,1998-05-08,05/13/1998,William Clinton
13081,https://www.govinfo.gov/content/pkg/FR-1998-05-04/pdf/98-11922.pdf,63 FR 24385,24385,24385,"Amendment to Executive Order No. 13038, Advisory Committee on Public Interest Obligations of Digital Television Broadcasters",1998-04-30,05/04/1998,William Clinton
13080,https://www.govinfo.gov/content/pkg/FR-1998-04-10/pdf/98-9709.pdf,63 FR 17667,17667,17668,American Heritage Rivers Initiative Advisory Committee,1998-04-07,04/10/1998,William Clinton
13079,https://www.govinfo.gov/content/pkg/FR-1998-04-09/pdf/98-9599.pdf,63 FR 17309,17309,17309,Waiver Under The Trade Act Of 1974 With Respect to Vietnam,1998-04-07,04/09/1998,William Clinton
13078,https://www.govinfo.gov/content/pkg/FR-1998-03-18/pdf/98-7139.pdf,63 FR 13111,13111,13113,Increasing Employment of Adults With Disabilities,1998-03-13,03/18/1998,William Clinton
13077,https://www.govinfo.gov/content/pkg/FR-1998-03-12/pdf/98-6628.pdf,63 FR 12381,12381,12381,"Further Amendment to Executive Order 13010, Critical Infrastructure Protection",1998-03-10,03/12/1998,William Clinton
13076,https://www.govinfo.gov/content/pkg/FR-1998-02-26/pdf/98-5119.pdf,63 FR 9719,9719,9719,Ordering the Selected Reserve of the Armed Forces to Active Duty,1998-02-24,02/26/1998,William Clinton
13075,https://www.govinfo.gov/content/pkg/FR-1998-02-24/pdf/98-4816.pdf,63 FR 9085,9085,9086,Special Oversight Board for Department of Defense Investigations of Gulf War Chemical and Biological Incidents,1998-02-19,02/24/1998,William Clinton
13074,https://www.govinfo.gov/content/pkg/FR-1998-02-12/pdf/98-3847.pdf,63 FR 7277,7277,7277,Amendment to Executive Order 12656,1998-02-09,02/12/1998,William Clinton
13073,https://www.govinfo.gov/content/pkg/FR-1998-02-06/pdf/98-3229.pdf,63 FR 6467,6467,6468,Year 2000 Conversion,1998-02-04,02/06/1998,William Clinton
13072,https://www.govinfo.gov/content/pkg/FR-1998-02-05/pdf/98-3135.pdf,63 FR 6041,6041,6043,White House Millennium Council,1998-02-02,02/05/1998,William Clinton
13071,https://www.govinfo.gov/content/pkg/FR-1997-12-31/pdf/97-34224.pdf,62 FR 68521,68521,68530,Adjustments of Certain Rates of Pay,1997-12-29,12/31/1997,William Clinton
13070,https://www.govinfo.gov/content/pkg/FR-1997-12-18/pdf/97-33299.pdf,62 FR 66493,66493,66493,"The Intelligence Oversight Board, Amendment to Executive Order 12863",1997-12-15,12/18/1997,William Clinton
13069,https://www.govinfo.gov/content/pkg/FR-1997-12-16/pdf/97-33034.pdf,62 FR 65989,65989,65990,Prohibiting Certain Transactions With Respect to UNITA,1997-12-12,12/16/1997,William Clinton
13068,https://www.govinfo.gov/content/pkg/FR-1997-11-28/pdf/97-31456.pdf,62 FR 63247,63247,63247,"Closing of Government Departments and Agencies on Friday, December 26, 1997",1997-11-25,11/28/1997,William Clinton
13067,https://www.govinfo.gov/content/pkg/FR-1997-11-05/pdf/97-29464.pdf,62 FR 59989,59989,59990,Blocking Sudanese Government Property and Prohibiting Transactions With Sudan,1997-11-03,11/05/1997,William Clinton
13066,https://www.govinfo.gov/content/pkg/FR-1997-10-31/pdf/97-29126.pdf,62 FR 59273,59273,59273,"Amendment to Executive Order 13037, Commission To Study Capital Budgeting",1997-10-29,10/31/1997,William Clinton
13065,https://www.govinfo.gov/content/pkg/FR-1997-10-24/pdf/97-28427.pdf,62 FR 55329,55329,55329,Further Amendment to Executive Order 13038 Advisory Committee on Public Interest Obligations of Digital Television Broadcasters,1997-10-22,10/24/1997,William Clinton
13064,https://www.govinfo.gov/content/pkg/FR-1997-10-16/pdf/97-27644.pdf,62 FR 53711,53711,53711,"Further Amendment to Executive Order 13010, as Amended, Critical Infrastructure Protection",1997-10-11,10/16/1997,William Clinton
13062,https://www.govinfo.gov/content/pkg/FR-1997-10-02/pdf/97-26364.pdf,62 FR 51755,51755,51756,Continuance of Certain Federal Advisory Committees and Amendments to Executive Orders 13038 and 13054,1997-09-29,10/02/1997,William Clinton
13063,https://www.govinfo.gov/content/pkg/FR-1997-10-02/pdf/97-26365.pdf,62 FR 51757,51757,51757,"Level V of the Executive Schedule: Removal of the Executive Director, Pension Benefit Guaranty Corporation, Department of Labor",1997-09-30,10/02/1997,William Clinton
13061,https://www.govinfo.gov/content/pkg/FR-1997-09-15/pdf/97-24591.pdf,62 FR 48445,48445,48448,Federal Support of Community Efforts Along American Heritage Rivers,1997-09-11,09/15/1997,William Clinton
13060,https://www.govinfo.gov/content/pkg/FR-1997-08-25/pdf/97-22703.pdf,62 FR 45139,45139,45139,Establishing an Emergency Board To Investigate Disputes Between Amtrak and its Employees Represented by the Brotherhood of Maintenance of Way Employes,1997-08-21,08/25/1997,William Clinton
13059,https://www.govinfo.gov/content/pkg/FR-1997-08-21/pdf/97-22482.pdf,62 FR 44531,44531,44533,Prohibiting Certain Transactions With Respect to Iran,1997-08-19,08/21/1997,William Clinton
13058,https://www.govinfo.gov/content/pkg/FR-1997-08-13/pdf/97-21607.pdf,62 FR 43451,43451,43452,Protecting Federal Employees and the Public From Exposure to Tobacco Smoke in the Federal Workplace,1997-08-09,08/13/1997,William Clinton
13057,https://www.govinfo.gov/content/pkg/FR-1997-08-01/pdf/97-20497.pdf,62 FR 41249,41249,41250,Federal Actions in the Lake Tahoe Region,1997-07-26,08/01/1997,William Clinton
13056,https://www.govinfo.gov/content/pkg/FR-1997-07-23/pdf/97-19562.pdf,62 FR 39415,39415,39415,"Further Amendment to Executive Order 13017, Advisory Commission on Consumer Protection and Quality in the Health Care Industry",1997-07-21,07/23/1997,William Clinton
13055,https://www.govinfo.gov/content/pkg/FR-1997-07-21/pdf/97-19341.pdf,62 FR 39099,39099,39100,Coordination of United States Government International Exchanges and Training Programs,1997-07-15,07/21/1997,William Clinton
13054,https://www.govinfo.gov/content/pkg/FR-1997-07-10/pdf/97-18288.pdf,62 FR 36965,36965,36965,Eligibility of Certain Overseas Employees for Noncompetitive Appointments,1997-07-07,07/10/1997,William Clinton
13053,https://www.govinfo.gov/content/pkg/FR-1997-07-02/pdf/97-17566.pdf,62 FR 35945,35945,35945,Adding Members to and Extending the President's Council on Sustainable Development,1997-06-30,07/02/1997,William Clinton
13052,https://www.govinfo.gov/content/pkg/FR-1997-07-02/pdf/97-17512.pdf,62 FR 35659,35659,35659,Hong Kong Economic and Trade Offices,1997-06-30,07/02/1997,William Clinton
13051,https://www.govinfo.gov/content/pkg/FR-1997-06-26/pdf/97-16957.pdf,62 FR 34609,34609,34610,Internal Revenue Service Management Board,1997-06-24,06/26/1997,William Clinton
13050,https://www.govinfo.gov/content/pkg/FR-1997-06-17/pdf/97-16080.pdf,62 FR 32987,32987,32988,President's Advisory Board on Race,1997-06-13,06/17/1997,William Clinton
13049,https://www.govinfo.gov/content/pkg/FR-1997-06-16/pdf/97-15879.pdf,62 FR 32471,32471,32471,Organization for the Prohibition of Chemical Weapons,1997-06-11,06/16/1997,William Clinton
13048,https://www.govinfo.gov/content/pkg/FR-1997-06-13/pdf/97-15828.pdf,62 FR 32467,32467,32469,Improving Administrative Management in the Executive Branch,1997-06-10,06/13/1997,William Clinton
13047,https://www.govinfo.gov/content/pkg/FR-1997-05-22/pdf/97-13704.pdf,62 FR 28301,28301,28302,Prohibiting New Investment in Burma,1997-05-20,05/22/1997,William Clinton
13046,https://www.govinfo.gov/content/pkg/FR-1997-05-20/pdf/97-13450.pdf,62 FR 27685,27685,27685,"Further Amendment to Executive Order 12975 of May 16, 1997, Extension of the National Bioethics Advisory Commission",1997-05-16,05/20/1997,William Clinton
13045,https://www.govinfo.gov/content/pkg/FR-1997-04-23/pdf/97-10695.pdf,62 FR 19885,19885,19888,Protection of Children From Environmental Health Risks and Safety Risks,1997-04-21,04/23/1997,William Clinton
13044,https://www.govinfo.gov/content/pkg/FR-1997-04-22/pdf/97-10605.pdf,62 FR 19665,19665,19665,"Amending Executive Order 12752, Implementation of the Agricultural Trade Development and Assistance Act of 1954, as Amended, and the Food for Progress Act of 1985, as Amended",1997-04-18,04/22/1997,William Clinton
13043,https://www.govinfo.gov/content/pkg/FR-1997-04-18/pdf/97-10331.pdf,62 FR 19217,19217,19218,Increasing Seat Belt Use in the United States,1997-04-16,04/18/1997,William Clinton
13042,https://www.govinfo.gov/content/pkg/FR-1997-04-14/pdf/97-9700.pdf,62 FR 18017,18017,18018,Implementing for the United States Article VIII of the Agreement Establishing the World Trade Organization Concerning Legal Capacity and Privileges and Immunities,1997-04-09,04/14/1997,William Clinton
13041,https://www.govinfo.gov/content/pkg/FR-1997-04-08/pdf/97-9200.pdf,62 FR 17039,17039,17039,"Further Amendment to Executive Order 13010, as Amended",1997-04-03,04/08/1997,William Clinton
13040,https://www.govinfo.gov/content/pkg/FR-1997-03-28/pdf/97-8123.pdf,62 FR 14773,14773,14773,"Amendment to Executive Order 13017, Advisory Commission on Consumer Protection and Quality in the Health Care Industry",1997-03-25,03/28/1997,William Clinton
